title,label
"Abandonată de România, Maia Sandu se aruncă în brațele Rusiei: Negociază un acces mai rapid la vaccinul Sputnik V",fake
"Proteste masive în toată țara, presa a minimalizat mișcarea protestatară și au subapreciat numărul participanților.",fake
Urmăriți-l pe Bill Gates recunoscând că investiția sa de 10 miliarde de dolari în vaccinuri i-a adus 200 de miliarde de dolari,fake
"Raport german: Coronavirusul, alarmă falsă!",fake
Purtarea obligatorie a măștii este terorismul tăcut destinat supunerii psihologice,fake
„Viața în 2022” ne-a fost creionată în 1962. Așa va arăta lumea în „noua normalitate”?,fake
EXCLUSIV: Vaccinarea obligatorie se va face la ordinul ministrului Sănătății cu recomandarea OMS. Amenzi de până la 10 mii de lei,fake
Maia Sandu a ignorat carantina și a mers la o instituție medicală din Fălești,fake
"NY Times scrie că „Marea Resetare” e o „teorie a conspirației” chiar în ziua în care Forumul Economic Mondial o celebrează. John Kerry, omul lui Obama: ""E nevoie de Marea Resetare pentru a opri creșterea populismului naționalist""",fake
Trump: „99% din cazurile de Covid-19 sunt total inofensive.”,fake
1 Milion de români cu sindromul Stockholm,fake
"În Italia, nimeni nu mai respectă recomandările privind distanțarea socială",fake
VACCINUL COVID VA CREA DEFECTE GENETICE IREVERSIBILE precum sindromul Down,fake
AVERTISMENTUL unui medic: care sunt ALIMENTELE care fac VICTIME sigure în fața coronavirusului,fake
"OMS, lobby pentru instaurarea Noii Ordini Mondiale! Declarații halucinante făcute de directorul Tedros Ghebreyesus",fake
Celebra Revistă NATURE susține că pentru a realiza vaccinuri anti – covid se utilizează celule recoltate în anul 1951 de la o persoană care decedase de cancer,fake
"Marcel Pavel NU are Covid-19, ci este folosit de autorități pentru a isteriza și mai mult populația",fake
"Interesant: Covidul are o vibrație de 5,5 Hz si moare la 25,5 Hz",fake
Dr Fauci nu crede în eficacitatea totală a vaccinului: Purtați mască și după,real
De ce este necesar să fie evitat acest vaccin antiCovid. Mesajul lui Robert F. Kennedy Jr.,fake
"Congresul American: Proiect de Lege nr.6666 pentru testarea Covid-19, urmărirea contactelor dintre persoane și multe altele",fake
"Masca medicală obligatorie este „fake news” de gradul I. Măștile sunt inutile, potrivit medicilor independenți* și oameniilor de știință din domeniul sănătății.",fake
Nici guvernele nu mai cred în cacealmaua cu Covid-19,fake
Slugilor lui SOROS le stă POLIDINUL în gât,fake
"Biil Gates nu ne dă nicio șansă, decât dacă ne vaccinăm în masă! Cât de evident mai poate fi scopul pentru care au eliberat din laborator acest virus?",fake
AUTORITĂŢILE UCRAINENE DECLARĂ CĂ A PARTICIPA LA LITURGHIA ORTODOXĂ E O “DISTRACŢIE” DE CARE TE POŢI LIPSI,fake
Cifrele demostrează că modelul suedez rămâne cel mai bun,fake
Vaccinurile omoară mai mulți oameni decât COVID. STUDII,fake
Oameni de știință de la OMS afirmă că nu există „nicio dovadă” că vaccinurile împiedică circulația covid-19,fake
"Abuziva vaccinare obligatorie, dictatură și teroare",fake
Arafat recunoaște că doar vaccinarea obligatorie va aduce situația la normal,fake
"Declaratie OMS: COVID-19 nu se răspândeste prin purtătorii asimptomatici, iar măstile si distantarea socială sunt inutile",fake
Opriți imediat testarea C0VID: Atât testele PCR cât și testele rapide pot cauza cancer!!,fake
"Poliția și jandarmeria ne amendează după ritualuri masonice: întâi au dat 222 de amenzi, azi anunță 444 de amenzi",fake
5G poate declanșa viruși tip Coronavirus la nivel celular,fake
COVID-19: ATENȚIE! VACCINAREA ÎNSEAMNĂ CIPARE!,fake
"AstraZeneca, vaccinul cu celule de copil avortat, provoacă un nou deces în Danemarca. România continuă vaccinarea cu serul controversat spre deosebire de Finlanda, Norvegia, Suedia și Danemarca",fake
NEUROLOG RENUMIT: MĂȘTILE SUNT O CRIMĂ ÎMPOTRIVA UMANITĂȚII ȘI UN ABUZ ASUPRA COPIILOR,fake
Un român a descoperit vaccinul contra coronavirusului dar nu e lăsat să-l producă,fake
Mit deslușit: Lingurița de argint poate transmite coronavirusul? Se pare că NU,fake
Lockdown! Din 27 martie Moldova inchide toate hotarele terestre si rutele aeriene!,fake
"Președintele Tanzaniei, John Magufuli, a fost asasinat pentru expunerea la o epidemie COVID-19?",fake
Bill Gates si-a atins scopul: Vaccinarea obligatorie începe la 1 noiembrie!,fake
Vaccinul pentru noul coronavirus va fi folosit pentru reducerea numărului populației globului. Bill Gates se implică,fake
Arafat ne bagă din nou în ceață privind coronavirusul,fake
OMS a vrut să îl șantajeze pe președintele Madagascarului,fake
"SUNTEM ÎN PLIN PROCES DE EXTINCȚIE. O ASISTENTĂ LEȘINĂ ÎN FAȚA CAMERELOR, LA 10 MINUTE DUPĂ CE A FOST VACCINATĂ, ÎN TIMP CE DISCUTA CU REPORTERII. (VIDEO)",fake
"COVID-19, o simplă gripă - Recomandarea lui Boris Johnson",fake
Dr. Monica Pop : 4.500 de români care au făcut COVID după vaccinare s-au îmbolnăvit chiar de la VACCIN!,real
"Internarea la ATI și INTUBAREA NU salvează vieți: din 44 de pacienți de la Marius Nasta, DOAR DOI au supraviețuit",fake
Vaccinul RNAm este o tehnologie concepută pentru a induce boala,fake
"Jurnalist italian: „Covid-19 este un cuțit care a sfârșit în mâinile elitelor pentru a-și atinge vechiul scop: dobândirea puterii absolute și totalitare. Ca vampirii, odată ce au gustat sângele, nu vor supraviețui dacă vor trebui să renunțe”",fake
I-au dat drumul din laborator: Un nou virus începe să ucidă în China,fake
Dr. Valeriu Gheorghiță recunoaște pentru prima oară oficial morții din urma vaccinării,fake
MAIA SANDU REFUZĂ SĂ SE IMUNIZEZE CU VACCINUL LIVRAT ÎN MOLDOVA DE CĂTRE AUTORITĂȚILE DE LA BUCUREȘTI,fake
Istoria se repeta: Epidemia care loveste la 100 de ani,fake
"Putea să ajungă un medic renumit, dar vaccinul AstraZeneca i-a tăiat aripile. Student la medicină în Franța, mort la 10 zile după vaccinare, în vârstă de numai 24 de ani. La o săptămână după decesul lui, EMA a stabilit că vaccinul AZ e sigur și eficient",fake
OMS dezvăluie genocidul ce se va produce în urma vaccinării anti-covid,fake
Și vaccinul Pfizer UCIDE! Un tânăr de doar 35 de ani din Vaslui a murit la 48 de ore de la rapel,fake
Studiul a doi oameni de știință: “COVID-19 creat in laborator”,fake
"Nimeni nu poarta masca la Copenhaga, Stockholm sau Oslo. ",fake
De ce vor muri vaccinații anti-Covid pe captete,fake
Renate Weber le cere doctorilor miluiţi de Iohannis să renunţe la mascaradă,fake
Dr. Carrie Madej din SUA ne dezvăluie PERICOLELE URIAȘE pentru sănătate pe care le poate avea VACCINUL anti- COVID,fake
"În SUA, la fel ca în Romania, pandemia Covid este suspendată pe toată perioada alegerilor",fake
"CNN: „Coronavirusul a declanșat cel mai mare experiment din lume”. Doar că e prezentat altul, la derută",fake
Tiranul Klaus Schwab declară că oamenii nevaccinați sunt o amenințare pentru umanitate,fake
Dr Fauci este făcut praf în Congresul American. Ce răspunde acesta. Dr. Fauci: „Nu mă interesează libertățile oamenilor”…,fake
Continuă umflarea cifrelor de morţi din pricina covidului,fake
"Sunt medici care sustin ca vaccinurile Pfizer pot dezvolta boli prionice. Bolile prionice = tulburări degenerative ale creierului, adica zombificare",fake
Fiecare persoană are vaccinul COVID-19 acasă,fake
HARTĂ - Lipsa oxigenării corecte a creierului duce la scăderea inteligenței. Purtarea îndelungată a măștilor distruge plămânii - STUDIU,fake
America începe ciparea populației în octombrie 2020!,fake
"Vaccinarea pentru prima dată pe oameni sănătoși, ridică probleme de siguranță",fake
"Sub pretextul Covid, vor introduce multe boli mortale. Noua tulpină lansată în Anglia este cu 70% mai contagioasă",fake
Guvernul olandez cere cetățenilor SĂ NU POARTE MASCĂ!,fake
Arafat panichează intenționat populația: Vom avea și 10 mii de cazuri noi pe zi. Ținta: interdicția de a participa la Înviere! S-o creadă el și cu Cîțu-Mâțu!,fake
"Interviu video tradus cu dr. Andrew Kaufman despre criza coronavirus, problemele testării covid, problemele vaccinurilor, vaccinul covid",fake
STATUL ATEU ÎȘI SCOATE COLȚII. DE CE AU GĂSIT MOTIVE SĂ ÎNCHIDĂ DOAR BISERICILE? ,fake
Descoperirea medicală a momentului: Sars-Cov2 este mai activ pe timpul nopţii şi în Grecia,fake
Italienii înlătură cauza pandemiei COVID-19: Peste 150 de orașe au trecut la acțiuni pentru oprirea 5G,fake
"Au fost fabricate vaccinurile Astrazeneca și Johnson&Johnson cu intenție atât de nocive, ca să fie redirecționați toți oamenii spre vaccinurile cu ARN mesager?",fake
"Realii papusari nu ne arata vreo luminita la capatul tunelului, deoarece vor ca masele nemultumite sa gaseasca o unica solutie: RAZBOIUL si REVOLUTIA",fake
Adevărata agendă a OMS: o nouă ordine mondială modelată după China.,fake
MEDIC LEGIST GERMAN: „NU EXISTĂ VIRUS UCIGAȘ”,fake
Cronici de claustrofob XVI.23.04.20. Teroarea poliţienească drept preludiu al vaccinării-cipizării forţate,fake
Lipsa sportului între primii trei factori de risc de deces cauzat de coronavirus. Se confirmă că Guvernul este complice la moartea pacienților C0vid!,fake
COVID-19: Cifre umflate special pentru a crea PANICA,fake
Coronavirusul are ”misie” ideologică anticreștină. Când e programat să revină și ce sărbătoare mai lovește,fake
"Vaccinul anti-Covid-19 , este Marca Fiarei 666",fake
"Specialiștii RĂSTOARNĂ TOT: NU ne putem infecta cu coronavirus de pe suprafețe, așa cum ne SPERIAU medicii din România",fake
În 4 spitale din România se testează aşa-zisul vaccin anti-Covid fără să ştie pacienţii?,fake
"ESENȚIAL: Scopul plandemiei a fost izolarea și restricționarea celor ce se opun globalismului, neo-marxismului, satanismului",fake
"La fel ca Bill Gates, acum Papa Francisc solicită vaccinarea tuturor împotriva Coronavirus",fake
"Suntem terminati ca specie. Pregatesc terenul pentru a ne comunica, in curand, ca acest coronavirus se transmite si prin fecale, canalizare, sobolani, pasari si alte animale",fake
OMS și presa s-au schimbat în organizații teroriste pe timp de pandemie,real
CORONAVIRUS FOLOSIT CA ELEMENT DE PROPAGANDĂ PENTRU A INTERZICE BANII NUMERAR  ,fake
O intrebare legitima: de ce Donald Trump promoveaza vaccinul lui Bill Gates daca ei sunt dusmani?,fake
"FOX NEWS TV SUA DEZVĂLUIE CUM VOR OMS, BILL GATES ȘI DEMOCRAȚII AMERICANI SĂ CONTROLEZE MASELE, SUB PRETEXTUL COVID-19. VIDEO",fake
Pandemie programată? Organizația Mondială a sănătății a anunțat încă din luna martie 2019 iminenta izbucnire a unei „pandemii de gripă”,fake
Bill Gates și elita americană nu-și vaccinează copiii!,fake
Un medic roman a dezvaluit remediul la indemana tuturor pentru a „steriliza” caile respiratorii,fake
Ceaiul care poate ajuta in lupta cu COVID-19,fake
Israelul nu recunoaștea vaccinul AstraZeneca,fake
– Înșelătoria Coronavirusului și legătura cu tehnologia 5G –,fake
"Cîțu, în corzi. Românii nu mai vor să se vaccineze",real
Congresul SUA a negociat 100 de miliarde de dolari pentru Bill Gates pentru urmărirea efectelor «pandemiei» cu șase luni înainte de apariția ei…,fake
"Au ajuns unde doreau: copiii sunt predispuși la infectare cu noua tulpină de Covid. Prin urmare, trebuie vaccinați, altfel nu grădiniță, nu școală șamd",fake
Suedezii își plantează cipuri sub piele pentru a favoriza distanțarea socială împotriva COVID 19,fake
Decizia CEDO de azi va duce la vaccinarea anti-Covid obligatorie,fake
"VACCINAREA ANTI-COVID ESTE CONCEPUTĂ SPECIAL PENTRU SPURCAREA, MODIFICAREA IREVERSIBILĂ A ADN-ULUI, ALTEREAZĂ SEMNĂTURA LUI DUMNEZEU ÎN TINE, CA BLASFEMIE SUPREMĂ ASUMATĂ, ACCEPTATĂ PRIN IGNORANȚĂ, HULĂ, PRIN NEPĂSAREA DE A-I DA CEZARULUI CEEA CE ÎI APARȚINE NUMAI LUI DUMNEZEU…",fake
COVID-19 și articolele cu numărul 33. Ordin pe unitate? Simbolism?,fake
ZECE MOTIVE PENTRU CARE SARS-COV-2 ESTE UN VIRUS „IMAGINAR” ȘI „TEORETIC”. „NU AU IZOLAT NICIODATĂ VIRUSUL”,fake
"Vaccinul, primul obiectiv al provocatei pandemii cu coronavirus este in curs de desfasurare!",fake
Soluția globaliștilor împotriva plandemiei: un nou tratat care creează esențial un guvern mondial,fake
IOHANNIS A INTERZIS DREPTUL DE A RESPIRA PE INTREG TERITORIUL NATIONAL!!!,fake
" UPDATE: Hristos Pilalis, Directorul adjunct al unui mare spital din Atena - Thriasio -, este în stare gravă la 24 ore de la administrarea vaccinului Pfizer/ BioNTech. Soția: ""Mă tem că se încearcă să se ascundă faptul că este o reacție adversă la vaccin""",fake
Congelați sperma înainte de vaccinul covid pentru a proteja fertilitatea – spun cercetătorii de la Universitatea din Miami,fake
Cîțu ne demonstrează: Coronavirusul circulă noaptea. Au fost impuse restricții de circulație și în alte țări din UE,fake
"Raed Arafat confirmă că ne vom vaccina de PATRU ORI pe an: 'Imunitatea, după vaccin, este de 6-8 luni'",fake
"Pentru că medicii AU REFUZAT să se vaccineze, centrul de vaccinare anti-COVID-19 de la Spitalul Judeţean de Urgenţă a fost închis",fake
Specialista în genetică Alexandra Henrion-Caude avertizează: există pericolul transmiterii genelor editate de vaccinul Pfizer către urmași!,fake
"Planul Guvernului: toată populația, vaccinată",fake
"Alexandru Rafila induce ideea falsă că vaccinarea a peste 100.000 de români pe zi ar putea grăbi sfârșitul pandemiei. Israelul a vaccinat de două ori pe-atât, însă pandemia s-a agravat",fake
„COVID a dus la o psihoză delirantă: oamenii au devenit opaci la orice gândire rațională”,fake
Trei elevi din China au murit din cauza măștilor purtate la orele de sport,fake
"Masca vă îmbolnăvește de Covid. Document oficial al CDC (Centrul pentru Prevenirea și Controlul Bolilor din SUA): Dintre cei care se îmbolnăvesc de Covid-19, 70.6% au purtat MEREU mască",fake
Uluitor! Olivia Steer a găsit leacul pentru coronavirus. Cum l-a denumit vedeta,fake
OMS anunță că a eradicat gripa sezonieră cu noul coronavirus,fake
Ce au descoperit cercetătorii în serul vaccinului Pfizer mărit de 200.000 de ori !,fake
BOMBA lansată de unul din medicii anti-sistem: Vaccinul anti-coronavirus NU poate fi creat,fake
Soros a găsit soluţia să 'cumpere' toată Europa: Apel către ţări pentru finanţarea luptei anti-COVID prin emiterea de obligaţiuni perpetue,fake
Isteria corona și visul dintotdeauna al oricărui tiran,fake
Sunt multe dovezi care ne arată că această pandemie a fost planificată cu scopul de a distruge libertățile oamenilor pentru a crea un Guvern Mondial,fake
"Câteva observații pertinente, elementare care arată că de fapt ne confruntăm nu cu o pandemie, ci cu o sinistră pLandemie, ce este un război viclean al globaliștilor sadici, satanici, şi care este în mod evident dezlănțuit împotriva populației acestei lumi",fake
Bill Gates aruncă BOMBA despre vaccinul împotriva Covid-19. Oamenii și l-au făcut degeaba până acum! Unde s-a greşit,fake
"MASCA – INSTRUMENT AL FRICII, AL ÎNROBIRII ŞI AL MINCIUNII",fake
Chinezii râd în hohote de proștii care au luat în serios teatrul din Wuhan,fake
IPOTEZA unui virolog: 'Dacă vaccinarea în masă e totuși o catastrofă pentru omenire?' - VIDEO,fake
"300 de oameni de știință, cenzurați pentru că denunță măsurile disproporționate împotriva covid: ‘Nu vrem să fim conduși de frică’",fake
DOCUMENT DIN ARHIVELE GERMANEI CARE ARATA ÎN 2012 PLANUL OCULTEI MONDIALE CU VIRUSUL COVID-19!,fake
"Minunata lume nouă: război informațional împotriva publicațiilor conservatoare, naționaliste și ortodoxe",fake
Fostul vicepreședinte al Pfizer rupe tăcerea: „Avem nevoie de Dumnezeu mai mult ca oricând”. Dezvăluirile omului de știință,fake
"Vela – Strănuți pe stradă, ești bun de pușcărie!",fake
"„Nu vă mai lăsați testați, dacă vreți să trăiți și după 2021.",fake
S-a aflat tratamentul împotriva COVID-19? - De ce nu se vrea cunoașterea lui,fake
Pandemia va tine 2 ani exact cât au ei nevoie pt implementarea noii tehnologii 5G la nivel mondial!,fake
"[VIDEO] Măștile conțin paraziți? Din acest motiv să fie interzisă ivermectina, un anti-parazitar?",fake
Dr. Rashid Buttar afirmații devastatoare despre situația actuală: ”Fauci a ajutat la crearea Covid 19”,fake
Fost vicepreședinte Pfizer: „Nu este nevoie de vaccin… Pandemia s-a încheiat”,fake
"„Vaccinurile sunt arme de distrugere în masă”. LUMEA VA PLĂTI CUMPLIT! – Avertismentele grave către OMS ale virusologului Geert Vanden Bossche, fost angajat al Fundației Gates, și ale doctorului Vernon Coleman",fake
Fauci recunoaște că masca nu protejează împotriva Covid și recomandă purtarea și a ochelarilor,fake
"BILL GATES: A ÎNCEPUT DISTRUGEREA ÎN MASĂ A POPULAȚIEI, VACCINAREA ESTE AL III-LEA RĂZBOI MONDIAL...",fake
Toţi pacienţii infectați cu Covid-19 și decedaţi au avut cel puțin o boală asociată.,fake
NOI MĂRTURII DESPRE „COROANA SATANEI”…,fake
Serialul Netflix “My Secret Terrius” a prezis în 2018 apariţia coronavirusului cu o acurateţe alarmantă! “Atacă direct plămânii!”,fake
"Mortalitatea covid este doar 0,018 la nivelul lumii, cu toate decesele puse în mod fals pe seama plandemiei",fake
Cum ne păcălește Beniamin Netanyahu că se vaccinează,fake
DANI MOCANU INTERNAT LA SPITAL DUPĂ CE A PRIMIT VACCINUL ÎMPOTRIVA VIRUSULUI,fake
Masacrul Pfizer din Gibraltar,fake
STUDIUL care-l bagă pe Arafat în pușcărie: Închiderea magazinelor la ora 18:00 duce la CREȘTEREA infectărilor C0VID,fake
"După valul de critici, Vlad Voiculescu schimbă mesajul! Ce le recomandă românilor pentru seara de Revelion",fake
PSD: Iohannis şi Guvernul Orban vând românilor iluzia unui vaccin anti-COVID,real
România ar avea propria TULPINĂ de coronavirus - Presa străină scria de ea de anul trecut,fake
Începe nebunia! Pandemia de coronavirus aduce FOAMETEA!,real
Expunerea ritualului ocult de inițiere a coronei (coronavirus),fake
Pandemia este o farsă! Cine spune asta.,fake
"Capii Facebook, Google şi Twitter puși la colț de Congresul american pentru că nu au CENZURAT destul în legătură cu plandemia",fake
"LUCIFERase, componenta chimică principală din vaccinul lui Bill Gates pentru Coronavirus",fake
INTERESANT Valeriu Gheorghiță nu-i lasă pe pacienți să decidă cu ce doză să se vaccineze: Moderna sau Pfizer,fake
"„VOR CREEA UN VIRUS, VOR SIMULA ȘI VOR VINDE ANTIDOTUL.” declaratia lui Gaddafi in primii ani de conducere",fake
"Cercetătorii sunt uimiţi de… dispariţia gripei! Dar chiar a dispărut, sau e doar mascată de Covid-19?",fake
VACCINUL NU VĂ VA IMUNIZA ȘI NICI NU VĂ VA PROTEJA DE „VIRUSURI” DAR VA FACE SĂ DISPARĂ O „PANDEMIE”!,fake
"Tratament pentru coronavirus a la Calinic: ""Folositi pe nas betisoare cu apa fierbinte, otet si sare. Asa prajiti Covidul!""",fake
"Vaccinurile Covid-19 sunt arme de distrugere în masă, care ar putea să șteargă omenirea de pe fața pământului",fake
"[STUDIU] Universitatea Stanford: „Măștile faciale sunt ineficiente în blocarea transmiterea virusului COVID-19, ÎNSĂ acestea pot provoca deteriorarea sănătății și moartea prematură a celor care le poartă!”",fake
Marele Plan din Spatele Proiectului COVID-19,fake
TEHNOLOGIA DE VACCINARE MRNA ESTE „PIRATERIA SOFTWARE-ULUI VIEȚII”. MODIFICĂ GENOMUL UMAN,fake
Belarus a declarat COVID 19 boală psihică și a exclus-o de la boli infecțioase,fake
Gura păcătosului adevăr grăiește ?! „…furnizorii (de vaccinuri) au rămas fără oameni ce vor să fie eutanasiați.”,fake
Indienii au găsit leac la Covid-19. Ce tehnică tradițională ajută la combatere,fake
"«Certificatele imunitare», fără de care nu vom putea ieși din casă nevaccinați",fake
Medicii din Germania și Spania declară că pandemia a fost planificată,fake
Purtarea pe termen lung a măştii afectează memoria şi oxigenarea creierului,fake
"O altă victimă a vaccinării Covid: Zelia Guzzo, profesoară de 37 de ani din Italia, decedată după ce a făcut hemoragie cerebrală în urma injectării cu AstraZeneca",fake
O mare victorie pentru Omenire și Libertate: Curtea Supremă  a Statelor Unite a anulat Vaccinarea Universală pe care o preconiza Banda lui Bill Gates și a celorlalți tâlhari mondialiști,fake
Unele femei injectate recent cu vaccinurile experimentale Covid prezintă simptome de cancer mamar,fake
Medicii canadieni se pronunță împotriva restricțiilor guvernamentale COVID: măștile și vaccinuri nu sunt necesare!,fake
OMS recunoaște EFECTELE vaccinării: numărul deceselor și a infectărilor a crescut. Tot OMS se declară împotriva pașaportului de vaccinare,fake
Fost ministru român: coronavirusul a fost creat în laborator și brevetat la Paris,real
Carantină globală o dată la 2 ani. Nebunia adepților încălzirii globale are legătură directă cu plandemia,fake
Oamenii pot fi expuși la riscuri potențial letale în cazul vaccinării. Serurile se bazează pe o tehnologie genetică neutilizată niciodată în cazul persoanelor sănătoase,fake
"Muammar Gaddafi: „Vor crea virusul, se vor preface ca n-au leac și, apoi, vor vinde antidotul”",fake
Caraghiosul salut cu cotul a fost cultivat mai demult de păpușarii robotului Iohannis,fake
Covid-19 și Noua Ordine Mondială: De ce au creat globaliștii virusul?,fake
"Covid-19, Marea Resetare și Noua Ordine Mondială: Noua Normalitate, Dictatura Globală, Fără Proprietate, Transumanism.",fake
"Prospectul explicat al vaccinului anti-Covid19, care ne pune pe ganduri.",fake
"Vaccinul, trilioanele și cetățeanul",fake
Peste 500 de medici germani acuză escrocii Covid. „Avem o mulțime de dovezi că este vorba de o poveste falsă în întreaga lume”,fake
"Matrix e acum și aici. VACCINURILE COVID-19, abia începutul SUPRAVEGHERII și CONTROLULUI populatiei",fake
Vaccinarea transformă COVID-19 în armă de distrugere în masă. Cât de credibil e avertismentul,fake
Breaking: armata României va fi implicată în vaccinarea populației,fake
"Ceva ciudat: politicienii care iau vaccinul anti-covid, sunt îmbrăcați în haine negre și/sau închise. Ce semnifică asta?",fake
Coronavirusul chinezesc sau când realitatea bate filmul: O pandemie planificată cu mult timp înainte?,fake
"O dezvăluire uluitoare: Testele PCR nu diagnostichează, ci contribuie la împrăștierea virusului iar vaccinul ce se pregătește este digital nu biologic. Evidență prin date tehnice din cercetare",fake
Masca (botnița) te face stupid,fake
Marea Resetare: „Această pandemie COVID este șansa noastră…” A cui?,fake
"Familia Gates, Eugenia și Covid-19",fake
"Instanța din Peru decide că Bill Gates, George Soros și familia Rockefeller au „creat” un coronavirus pandemic",fake
Cercetător român din SUA: noile „vaccinuri” nu sunt vaccinuri,fake
Maia Sandu - NU AI VACCINĂ ATI-COVID19 NU POȚI MERGE LA ȘCOALĂ. Fiecare elev trebuie vaccinat...,fake
Decese puse pe seama coronavirusului în Italia: Și minciuna e vorbă…,fake
"Video-şocant! Acum 5 ani, Rai 3 a dezvăluit despre experimentele chinezilor cu un virus derivat din lilieci și șoareci",fake
Covid-19 Noua Armă Biologică de distrugere în masă (partea I),fake
"Ofertă și contraofertă: după ce mai multe afaceri din Brașov au oferit un discount de 10% pentru cei care se vaccinează, o afacere din Târgu Jiu oferă 20% reducere pentru cei refuză vaccinul anti covid",real
"Câteva observații pertinente, elementare care arată că de fapt ne confruntăm nu cu o pandemie, ci cu o sinistră pLandemie, ce este un război viclean al globaliștilor sadici, satanici, şi care este în mod evident dezlănțuit împotriva populației acestei lumi",fake
Serurile anticovid – arme de distrugere în masă?,fake
O mare victorie pentru Omenire și Libertate: Curtea Supremă  a Statelor Unite a anulat Vaccinarea Universală pe care o preconiza Banda lui Bill Gates și a celorlalți tâlhari mondialiști,fake
SUA: Amendă sau închisoare pentru cei care refuză vaccinul împotriva Coronavirus,fake
"Întreaga poveste oficială Covid-19 se bazează pe trei elemente: Testele RT-PCR, povestea “virusului ucigaș” și “morții DE Covid” fără autopsie",fake
"Dr. Dorel Săndesc, despre vaccinul anti-covid: Toate teoriile indicau apariția unei epidemii. ARN mesager era cunoscut, se lucra la el de cel puțin 20 de ani",fake
România dă startul: circul cu pandemia se va opri în toată lumea,fake
Actualizare Ben Fulford (07.05.2Q2Q) – Falsa pandemie va duce la expunerea Programelor Spațiale Secrete?,fake
Maia Sandu - Copii și Studenții vor fi vaccinați în luna APRILIE OBLIGATORIU cu SPUTNIK V. Sunt în grupa de risc...,fake
ALERTĂ! Dr. Anca Nitulescu: Copiii pot fi VACCINATI OBLIGATORIU anti-covid la școală!,fake
"Despre înțelesul ascuns al termenului COVID: Este necesar să fie citit în ebraică, înseamnă cumva posesie demonică?",fake
Coronavirus – Agenda 21/30 de depopulare planetară,fake
Adevăruri despre Covid-19,fake
Vaccinul Covid-19 creat de AstraZeneca conține țesut de fetuși avortați,fake
Paralele frapante între atentatele din 11 septembrie 2001 și Covid-19,fake
Pandemia coronavirus COVID-19: Pericolul real este „Agenda ID2020”,fake
"Anette Lillinger, neuropat german: „Vaccinul promițător” anti-COVID – o manipulare genetică interzisă!",fake
"Kituri de Covid-19 deja infectate, produse în laboratorul finanțat de Bill Gates",fake
OBLIGATORIU - Moldovenii care nu vor fi vaccinați antiCOVID vor fi deportați din Anglia și Europa...,fake
Nebunie Totală – Planurile guvernului Spaniol pentru cei nevaccinați,fake
Curtea Supremă austriacă respinge obligativitatea botniței la școală,fake
Accidentele și coincidențele care au dus la pandemia Covid-19,fake
Măștile faciale conțin substanțe toxice cauzatoare de cancer,fake
O informare explozivă despre coronavirusul 2019-nCoV (I),fake
"Uite virusul, nu e virusul: pandemia covid, 100% fraudă planetară",fake
Medicii patologi europeni susțin că nimeni nu a murit din cauza Covid-19,fake
Minciunile despre Coronavirus și Războiul pentru Vaccinare,fake
"Un medic zguduie lumea științei: „Covid-19 este o farsă! Masca, distanţarea şi testele sunt inutile! Totul e o afacere”",fake
Campanie mincinoasă a Guvernului pentru vaccinul de Covid în presa română plătită de stat. Vaccinul are cel puțin 15 EFECTE ADVERSE. Medic real: „Nu am văzut niciodată o frecvență atât de mare a efectelor secundare pentru un vaccin”,fake
Operațiunea Coronavirus funcționează mână în mână cu Agenda Nanotehnologiei,fake
Experți germani au identificat substanțe toxice și cancerigene îmbibate în unele măști vândute pe timp de pandemie,fake
Laboratorul Wuhan a acordat brevete pentru cuști de lilieci pentru experimente cu virusuri,fake
